,text,latitude,longitude,categoriaRotulo,Bairro
657,@euvinaband na zona leste sofremos assalto em plena a luz do dia fui assaltada na hora q sai de casa. .. voltei pq fiquei sem dinheiro,-23.5936661,-46.4899962,Assalto,SAO MATEUS
658,"Duas coisas horríveis aconteceu comigo essa semana, credo! um assalto que graças a deus, terminou tudo bem...",-23.53551733,-46.46552819,Assalto,ITAQUERA
659,Que delicia é sofrer uma tentativa de assalto em plena avenida paulista depois de trampar e estudar o dia todo!! s2s2,-23.5588407,-46.659389,Assalto,CONSOLACAO
660,Acabei de ver um assalto a carro na minha frente,-23.63513557,-46.76375721,Assalto,CAMPO LIMPO
661,"Não que ser homem anula as chances de um assalto, mas o problema eh que infelizmente ser mulher meio que passa a impressão de alvo fácil.",-23.48605162,-46.71278031,Outros,PIRITUBA
662,"Nunca mais vou esquecer que levei tapa nesse segundo assalto. fdp. levou o casaco de duda e ainda me bateu, vê se pode",-23.5007573,-46.675623,Assalto,LIMAO
663,E também sofri uma tentativa de assalto onde a desgraçada puxou meu cabelo,-23.5318824,-46.5387823,Assalto,PENHA
664,. qdo sai na rua pra trabalhar hj fiko sabendo q teve um assalto bem pra baixo da minha rua numa fabrica e q teve tiroteio e bandidos mortos,-23.6252754,-46.635925,Assalto,SAUDE
665,Ladrão que tentava um assalto é baleado por um policial a paisano.,-23.55230377,-46.63841526,Assalto,REPUBLICA
666,Há comigo no assalto estava aquela garota 😢,-23.50611283,-46.4851388,Assalto,ERMELINO MATARAZZO
667,Marcelo falo hj na reuniao q ta tendo mt assalto e nao é pra fica do lado de fora.,-23.6009394,-46.4909769,Assalto,SAO MATEUS
668,"Let's do it! bomdia pra quem tomou um susto da porra logo cedo, presenciando assalto d um carro,… http://t.co/ev3bflfatq",-23.49554129,-46.60563001,Assalto,VILA GUILHERME
669,"Na paulista tá teno, tá tendo assalto. quase que...foi por sorte.",-23.5632205,-46.640175,Assalto,LIBERDADE
670,Tentativa de assalto no mercado aqui perto de casa .-.,-23.5398016,-46.5059862,Assalto,VILA MATILDE
671,"Sofri um semi-assalto na consolação hoje 😓 pra caba viu, ainda bem que levou só dinheiro ;x",-23.55380001,-46.65917458,Assalto,CONSOLACAO
672,"Gente tava tendo um assalto aqui no transito eu vi a arma, to com medo carai",-23.54342225,-46.46282258,Assalto,ITAQUERA
673,"Estava assistindo assalto ao 13• dp , pesado demais slc",-23.50317401,-46.40403454,Assalto,ITAIM PAULISTA
674,"Não da pra reclamar, smp tem breja pra tomar @ assalto a casa do baños http://t.co/ms4imjszkf",-23.52358072,-46.68542825,Assalto,BARRA FUNDA
675,Realmente. punir o pm que evitou o assalto na zona leste é o melhor a ser feito. governador de lixo...,-23.5421014,-46.47093449,Assalto,ITAQUERA
676,"@mano97fm  se liga nesse assalto para que gosta de moto, da para se sentir vingado, aconteceu próximo a minha casa. http://t.co/m6sly4qju2",-23.51925195,-46.56589453,Assalto,VILA MARIA
677,“@g1saopaulo: gerente de supermercado é baleado na cabeça em assalto em sp http://t.co/ddmjho9kyq”,-23.56741876,-46.54122217,Assalto,VILA FORMOSA
678,"Nossa, eu tava no mercado com a minha mãe s teve um assalto.",-23.6128855,-46.6347261,Assalto,SAUDE
679,"Teve um assalto a uma casa aq séloco, hj a tarde. vários puliça :0",-23.5756502,-46.5103753,Assalto,ARICANDUVA
680,“@g1: garota de 14 anos atira na própria perna enquanto cometia um assalto na grande bh http://t.co/6wsjpjhcuk” eu,-23.53744898,-46.57819109,Assalto,TATUAPE
681,Ta cheio de policia aqui na rua da frente acho q teve assalto pqp qui medaaa,-23.5059647,-46.5957487,Assalto,VILA MARIA
682,Gente acabei de ver um assalto,-23.4468045,-46.711949,Assalto,JARAGUA
683,"Que sociedade de bosta é essa que estamos vivendo? acabei de ver um assalto a mão armada, aqui na avenida mutinga!",-23.49605456,-46.73720633,Assalto,SAO DOMINGOS
684,Vi um assalto hoje. mt loko ahauahau,-23.52997088,-46.63188824,Assalto,BOM RETIRO
685,“@g1saopaulo:pedestres reclamam de assalto em passarela em frente a congonhas http://t.co/qm4f5siowq”/pmsp esperando o que pra providencias?,-23.52947529,-46.64883094,Assalto,SANTA CECILIA
686,Acabo de sofrer uma tentativa de assalto,-23.53530494,-46.59252191,Assalto,BELEM
687,Dica: nunca saem na rua com a larissa quando estiver tendo um assalto por perto e você tiver medo,-23.59404263,-46.52520563,Assalto,SAPOPEMBA
688,Nada melhor que rir de um assalto de mlqs de 13 anos hahahahahahahah.,-23.47310277,-46.68950121,Assalto,BRASILANDIA
689,"Dois ladrôes anunciam assalto pra roubar carro na porta do gcm ,mas são surpreendidos  e levam a pior.um esta no hospital outro fugiu.",-23.5511162,-46.4278142,Assalto,JOSE BONIFACIO
690,Ta porra meteram um assalto aqui perto na alba e tem 3 maluco baleado,-23.65087956,-46.66257174,Assalto,JABAQUARA
691,"@hillaryinbox sim, pelo meu assalto kkk o cara foi preso, pelo menos um dos",-23.68108348,-46.66840488,Assalto,CIDADE ADEMAR
692,Deus guardou o richard no dia do assalto,-23.4972415,-46.6752715,Assalto,LIMAO
693,"Caixa explodindo é coisa do passado, a moda agora é arrastão e assalto...",-23.70735276,-46.68801985,Assalto,CIDADE DUTRA
694,@_miraldojr eh que ela saiu pra leva minha sobrinha no médico e aqui onde eu moro tá tendo muito assalto. ela saiu sozinha,-23.4660179,-46.7502317,Assalto,JARAGUA
695,Lei da selva rt: @estadao: clientes de bar matam bandido a pauladas após assalto em sp; duas pessoas foram baleadas http://t.co/8c5qng75hb,-23.5743316,-46.66747853,Outros,JARDIM PAULISTA
696,Teve um assalto agora aqui na esquina de casa,-23.59652301,-46.53347378,Assalto,SAPOPEMBA
697,Polícia impede um assalto com criança refem e fere um bandido na zs e o povo o que faz?  revolta e queima ônibus,-23.6510217,-46.633355,Assalto,JABAQUARA
698,"Vídeo impressionante: homem é ameaçado com facão em assalto na estação da luz, em são paulo http://t.co/ttos8g0grj""",-23.5384737,-46.610388,Assalto,BRAS
699,Assalto no bernabeu,-23.65984979,-46.68962329,Assalto,CAMPO GRANDE
700,"Assalto e quebra-quebra
rt ""@folha_com: 'rolezinhos' no fim de semana em parques de sp terminam em tumulto. http://t.co/wtyrdnrc0z""",-23.6464259,-46.6476515,Assalto,JABAQUARA
701,Ta passando no datena o caso do mlq que tomo 3 tiros dps de reagir a um assalto na escola onde eu vo começa a estudar dia 10,-23.680276,-46.7685597,Assalto,CAPAO REDONDO
702,"Delegado explica assalto proximo ao metro vila madalena , e como de praxe , envolvendo 3 menores ,… http://t.co/wk07pbgyfv",-23.56212,-46.67003333,Assalto,JARDIM PAULISTA
703,"Gente vcs não tem noção de tanto assalto que esta tendo aqui perto de casa, estou morrendo de medo. deus me livre e guarde todos nós, amém !",-23.47267887,-46.69350911,Assalto,BRASILANDIA
704,Adivinha quem sofreu uma tentativa de assalto quando tava levando a prima pra casa ?,-23.4897024,-46.4936701,Assalto,ERMELINO MATARAZZO
705,Depois de fugir desse assalto horrível to bem mais calma,-23.61699129,-46.60258023,Assalto,SACOMA
706,"Violência toda hora
 mulher é baleada durante tiroteio em assalto a açougue na zona leste http://t.co/vdhybybom",-23.5189184,-46.5570588,Assalto,VILA MARIA
707,“@estadao: sp: jovem é baleado durante tentativa de assalto na lapa. http://t.co/iygqssdjiq” @gimene_s isso é a realidade avise o porchat,-23.49739338,-46.63535288,Assalto,SANTANA
708,Morreu menino bandeirante saad? rt @tv_band: cotidiano: gcm reage a assalto em ônibus e mata criminoso,-23.53893963,-46.65604866,Assalto,SANTA CECILIA
709,Minha mãe indignada com o assalto que teve aqui na são francisco 😂,-23.55388602,-46.75600303,Assalto,JAGUARE
710,"Presenciei um assalto gente, só pensei na minha irmã gravida",-23.68126686,-46.78138115,Assalto,CAPAO REDONDO
711,"Presenciei um assalto, no carro da frente do carro do meu pai. e isso só meu deu mais raiva dessa raça de bandido fdp!",-23.6119603,-46.4913613,Assalto,SAPOPEMBA
712,"No meio do assalto ao banco, com reféns e tiroteio, um gatinho no caixa eletrônico @ entre são paulo e… http://t.co/galgemtt1t",-23.58507167,-46.55177667,Assalto,SAO LUCAS
713,@biel_l8 vixe assalto a mao armada vai tirano,-23.6539585,-46.6627753,Assalto,JABAQUARA
714,Dizer o q?! rt @jorgelordello: bebê é arremessado para fora de carro durante assalto em campinas http://t.co/oljomxm3zm,-23.54509897,-46.75403084,Assalto,JAGUARE
715,"To planejando fica rico esse ano, vou fazer um assalto a banco p minha vida melhorar (8",-23.5210298,-46.421259,Assalto,VILA CURUCA
716,"Tava tendo assalto no wal mart q minha mãe trabalha, ainda bem q minha mãe n foi trabalhar hj",-23.5198503,-46.6102701,Assalto,VILA GUILHERME
717,"Vish, acho que rolou assalto aqui na rua do trampo agora :s",-23.54328447,-46.61261195,Assalto,BRAS
718,"Nossaaaaa, tava no shopping e logo teve um assalto monstroooo! quase caguei nas calça, juro",-23.519125,-46.51184715,Assalto,PONTE RASA
719,"Ai quando agt tava voltando pra encontrar os meninos (nao sei como,mas de carro ahsua) apontaram uma arma pra gente e anunciaram assalto k",-23.426277,-46.8192775,Assalto,ANHANGUERA
720,Se eu tiver que reagir a mais um assalto eu tenho um siricutico no coraçaummm juro,-23.60003247,-46.67361566,Assalto,MOEMA
721,@luscaspfvr te conheço do assalto q levaro meu ipod nano.,-23.6035975,-46.5937069,Assalto,IPIRANGA
722,O assalto foi no dia do meu aniversário b|,-23.6062581,-46.5231695,Assalto,SAO LUCAS
723,"Logo cedo um assalto rolando perto do metro ana rosa, nada bom :/ que tudo termine bem com todos que estão lá...",-23.58241454,-46.64657317,Assalto,VILA MARIANA
724,Essa minha tentativa de assalto me fez desistir do iphone 5,-23.5062381,-46.4207425,Assalto,VILA CURUCA
725,"=( rt @estadao: sp: professor é morto em tentativa de assalto na zona oeste http://t.co/tvdp5snqqo""",-23.5025102,-46.6846959,Assalto,LIMAO
726,Ta tendo um assalto na minha frente 👌,-23.54005525,-46.63709546,Assalto,REPUBLICA
727,Datena eu moro próximo da imigrantes vocês não sabem a quantidade de assalto que tem por aqui a noite @euvinaband,-23.60764992,-46.61960681,Assalto,CURSINO
728,Sobrevivi a um quase assalto ! =o,-23.5154853,-46.4786733,Assalto,PONTE RASA
729,"Em estado de choque após reagir a um assalto, meu deus q sensação horrível!!!",-23.7045956,-46.6916961,Assalto,CIDADE DUTRA
730,"Que assalto, amigos.",-23.5875534,-46.7626532,Assalto,RAPOSO TAVARES
731,"Rt""@biiamarcondes: p variar mais um assalto em shopping em sp"" alo shopping plaza sul",-23.60506572,-46.64414447,Assalto,SAUDE
732,"Mano,já é o segundo assalto q da fuga essa semana.",-23.6370748,-46.6155425,Assalto,CURSINO
733,"Miou minha academia, teve assalto la no plaza",-23.62509899,-46.63736888,Assalto,SAUDE
734,Teve um assalto no plaza naquela joalheiria perto do starbucks,-23.61038303,-46.64440178,Assalto,SAUDE
735,Assalto no shopping santa cruz 😱😱😱😱,-23.59940128,-46.63421006,Assalto,VILA MARIANA
736,@_fbraz é sempre foi ....... mas agora tá tenso dmssssss! só assalto agr... eu já fui 2 vezes assaltada aq,-23.5021757,-46.6685171,Assalto,LIMAO
737,Ainda to en shok do assalto de hoje,-23.537682,-46.4509721,Assalto,ITAQUERA
738,"@estadao assalto hoje na alemeda santos deixa dois mortos, dentro do banco hsbc!!!",-23.64094402,-46.59498515,Assalto,SACOMA
739,"Esse assalto foi do lado da minha casa , os bandidos estavam pulando os telhados das casas aqui , valeu policia militar !!!",-23.51498649,-46.51650667,Assalto,PONTE RASA
740,"Nossa, ta um assalto isso aí.",-23.53880821,-46.65851528,Assalto,SANTA CECILIA
741,Espantadissimo com um assalto em frente ao predio...,-23.55603636,-46.65979163,Assalto,CONSOLACAO
742,"Gente eu assaltada e estou passando pelo pós assalto, é terrível ter que regularizar  telefone, cartões, documentos, ninguém facilita ...",-23.54496094,-46.75393705,Assalto,JAGUARE
743,"Logo depois de ver uma tentativa de assalto no ponto de onibus..esses trombadinhas, um corja!",-23.53076323,-46.6642557,Assalto,BARRA FUNDA
744,Este dia sera conhecido como o dia q reagi a um assalto.,-23.58935775,-46.63466121,Assalto,VILA MARIANA
745,Se eu pego essa mina que assalto a minha vó eu arrebento ! -.-,-23.4565488,-46.5895657,Assalto,TREMEMBE
746,Cisma pós assalto.,-23.6065662,-46.6969715,Assalto,ITAIM BIBI
747,Br-news : prisão » polícia de sp prende segundo suspeito do assalto que ...: a polícia prendeu dois dos suspeitos... http://t.co/qs3acx1aat,-23.55902666,-46.64960937,Assalto,BELA VISTA
748,"The horror rt “@uolnoticias: criança é morta em assalto em sp porque família tinha ""pouco dinheiro"" http://t.co/hwc1thi8ke”",-23.62711933,-46.66076375,Assalto,CAMPO BELO
749,"""os assaltantes mataram com um tiro na cabeça uma criança de 5 anos pq ela estava chorando de medo durante o assalto"". bom dia?",-23.63491277,-46.72930339,Assalto,VILA ANDRADE
750,"Pois é ,so qe eu reagi ao assalto ,seila oqe me deu qase morri",-23.5266905,-46.596747,Assalto,VILA GUILHERME
751,“@g1saopaulo: homem é atingido por bala perdida em tentativa de assalto na grande sp http://t.co/ujywvzfiio”,-23.56756491,-46.54144125,Assalto,VILA FORMOSA
752,"Hj presenciei,  assalto, tiros e muita gente apavorada, é nessas horas que penso, que país é esse?",-23.7200816,-46.785216,Assalto,JARDIM ANGELA
753,@riique hahhahahah eh mano . os mlk q assalto ele tava de bike levaram ate mochila da escola,-23.58164835,-46.58210695,Assalto,VILA PRUDENTE
754,"Acabei de ver um assalto, cheguei na academia em choque",-23.59964147,-46.72934046,Assalto,VILA SONIA
755,@windziam hj eu morri de medo tava tendo um assalto na rua,-23.5301239,-46.4396567,Assalto,ITAQUERA
756,"A coisa aqui anda feia. foi assalto da loja da esquina, agora isso, o carro roubado...",-23.5143228,-46.74679165,Roubo,JAGUARA
757,Genteee... quem viu o cara que filmou o próprio assalto na gabriela mistral/penha ... bem na tua onde eu trabalhava e sempre achei perigoso.,-23.678173,-46.665991,Assalto,CIDADE ADEMAR
758,Thayna assalto a doceria,-23.4778254,-46.6086854,Assalto,TUCURUVI
759,Amanhã a diretoria tem de se manifestar sobre o que fazer em razão do assalto de hoje. e aproveita e fala do erro de digitação.,-23.54171655,-46.67706499,Assalto,PERDIZES
760,"Passando pelo heliopolis,  vi um assalto..  o que estraga são caetano,  é ser divisa dessa favela...",-23.6228134,-46.583029,Assalto,SACOMA
761,"Aquele momento em que vc esta no ônibus e a pessoa do lado fica olhando tudo o que vc esta fazendo, isso significa um pré assalto",-23.51528438,-46.69185824,Assalto,LAPA
762,"Essa porra e um assalto um terço bem sucedido, homem do bem ate ontem, a dois minutos um bandido !!",-23.5138935,-46.52738862,Assalto,CANGAIBA
763,"Olocoo, assalto no morumbi cara",-23.64818834,-46.67411237,Assalto,CIDADE ADEMAR
764,"@poxxaneymar kkkk, velho acabo de rolar um assalto aqui perto, passei no meio kkkkkkkk",-23.4743991,-46.6672085,Assalto,CACHOEIRINHA
765,Mega incoerente esse assalto ao prédio de geografia /história  da usp.... ô que eles vão roubar dos beges!?,-23.5446521,-46.4082669,Assalto,GUAIANASES
766,"Mano eu ja reagi vários assalto, mais como esse eu nunca imaginaria encontra um mlk da ""cabeça verde"",… http://t.co/ri1ajyog69",-23.51333333,-46.6895,Assalto,BARRA FUNDA
767,Vi um assalto hoje de manhã,-23.5829604,-46.53980983,Assalto,SAO LUCAS
768,"""@veja: homem tem corpo queimado após sofrer assalto http://t.co/kbplq5dote"" enquanto houver impunidade, veremos isso diariamente.",-23.5603671,-46.5786466,Assalto,AGUA RASA
769,Justiça feita rt: @e_band: bandido é espancado até a morte após assalto em sp http://t.co/08rwmcsc7m,-23.66411137,-46.73011269,Assalto,JARDIM SAO LUIS
770,"Até quando a vida será banalizada? ""@veja: funcionário do sion é morto durante assalto em frente ao colégio http://t.co/nha5hrtl0p""",-23.480973,-46.6562455,Assalto,CACHOEIRINHA
771,"Depois te conto, teve assalto @priscilapires_",-23.46824742,-46.70437748,Assalto,FREGUESIA DO O
772,"Virada cultural em sp teve 1 jovem de 19 anos assassinado num assalto,11 arrastões,3 baleados,6 esfaqueados,9 adolescentes presos,28 detidos",-23.6827935,-46.6584262,Outros,CIDADE ADEMAR
773,Odeio odeio odeio sp! agora por causa dessa porra de assalto vou ter que ficar mais aqui --',-23.61959401,-46.61867525,Assalto,CURSINO
774,@cesartralli moro na freguesia fui sequestrado e sabe o que resgistraram assalto pq roubo a secretaria nao quer triste,-23.5031026,-46.697221,Outros,FREGUESIA DO O
775,Hahahahaha rt “@estadao: ladrão tem ataque cardíaco e morre enquanto fazia assalto em sp http://t.co/iq4bhoefde”,-23.56255989,-46.65761381,Assalto,JARDIM PAULISTA
776,@dudaraphael assalto.,-23.62813116,-46.63774112,Assalto,SAUDE
777,@ebcnarede cuidado que vamos ter um assalto.,-23.599328,-46.52978,Assalto,SAO LUCAS
778,Taxi em sp eh assalto a mão armada.,-23.58065,-46.68119,Assalto,ITAIM BIBI
779,Http://t.co/yps7qn0rad: assalto à taxista termina com prisão de suspeitos. 04/03/13 às 09:47 atualizado às 09:47... http://t.co/qlzhglvno3,-23.55902666,-46.64960937,Assalto,BELA VISTA
780,"Porem esta tudo bem, o assalto nao foi conosco",-23.5544632,-46.6468432,Assalto,BELA VISTA
781,Tava tendo assalto perto da gabi hj no meio da festa,-23.57743574,-46.49137277,Assalto,CIDADE LIDER
782,Êêêêêêê zona leste rt: @e_band: três são baleadas em assalto a joalheria de shopping na zona leste de sp http://t.co/ixwrznkg,-23.54456378,-46.63967351,Assalto,REPUBLICA
783,Presenciei um assalto hoje...fiquei tremendo de tao ruim que foi!,-23.47373346,-46.63124902,Assalto,MANDAQUI
784,"Depois de um qse assalto, chegando em 'casa'",-23.5372206,-46.5655708,Assalto,TATUAPE
785,Assalto à mão armada na bombonera!!,-23.5413713,-46.5508463,Assalto,CARRAO
786,"São paulo tá o caos mesmo, nessa semana q eu to aqui ja vi assalto, cara querendo comprar droga de mim, tiroteio, carro roubado aqui na rua",-23.5417743,-46.4815645,Outros,ARTUR ALVIM
787,"Hoje teve um assalto no shopping, e o medo que eu fiquei, estava sozinha na loja !",-23.6466682,-46.7038359,Assalto,SANTO AMARO
788,Teve assalto aqui perto de casa -.-,-23.45374303,-46.74645953,Assalto,JARAGUA
789,"Compras no extra da rêgo freitas,um assalto autorizado. (@ extra supermercado w/ 2 others) [pic]: http://t.co/wiwcggvz",-23.54311729,-46.64640427,Outros,REPUBLICA
790,Agora tenho que ir pra delegacia pra fazer o b.o por causa do assalto de ontem :s,-23.64783859,-46.64256096,Assalto,JABAQUARA
791,Sensação pré assalto: mode on,-23.6054797,-46.6085743,Assalto,IPIRANGA
792,@geraldoalckmin_  agradeça a deus q meu filho de 17 saiu ileso de um assalto. iria te culpar pela falta de segurança.sorte minha e sua...,-23.633912,-46.7356621,Assalto,VILA ANDRADE
793,"E a virada cultural sempre com muito (assalto, arrastão, morte, sujeira, gente feia) show bom! @ palco… http://t.co/vakfykzg6v",-23.53444924,-46.64077163,Outros,SANTA CECILIA
794,"Http://t.co/yps7qn0rad: os três suspeitos de assalto ao posto de combustível de benfica do ribatejo, almeirim,... http://t.co/yhrw9ukyod",-23.55902666,-46.64960937,Assalto,BELA VISTA
795,Barbárie total  &gt;&gt; “@folha_com: dentista incendiada em assalto será enterrada hoje na grande sp. http://t.co/vtqpojbe2h”,-23.54582427,-46.64217306,Assalto,REPUBLICA
796,"To planejandoo ficar rico esse ano, vou fazer um assalto a banco, pra minha vida melhoraaaaar (8",-23.6760875,-46.6908199,Roubo,CAMPO GRANDE
797,Acabei de presenciar um assalto aqui na república,-23.5614094,-46.6353986,Assalto,LIBERDADE
798,"""é um assalto, todo mundo pro chao"" ""mas como minha mae disse eu nao sou todo mundo"" rimos bastante, levei dois tiros",-23.63923987,-46.66821709,Assalto,CAMPO BELO
799,"""@marcelotas: não tá facil pra ninguém. boa noite! @estadao: ladrão tem ataque cardíaco e morre durante assalto em sp http://t.co/ta3uydpinn",-23.5515486,-46.643518,Assalto,REPUBLICA
800,"Nossa mano, assalto a mao armada.",-23.60374055,-46.62497885,Assalto,CURSINO
801,"Motorista errando o caminho, cruzando um assalto, quase é batido, ta adrenalina pura essa viajem...",-23.5262828,-46.705014,Assalto,LAPA
802,Forças pro meu primo que resistiu a um assalto e se deu mal :/,-23.6692376,-46.6737326,Assalto,CAMPO GRANDE
803,Assalto = (,-23.5449643,-46.75525475,Assalto,JAGUARE
804,"“@gloriafperez: basta! ""bebê é morto com tiro no peito em tentativa de assalto http://t.co/pngyzore via @jornalodia”",-23.57158424,-46.66324585,Assalto,JARDIM PAULISTA
805,"Acabei de voltar de 2 shops, depois do assalto com arma na cabeca, fomos destrair um pouco! :/",-23.5703374,-46.6270077,Assalto,LIBERDADE
806,"Mais um assalto quase na frente de casa, os bandidos deixaram um  clio roubado pra levar uma moto ta osso essa regiao",-23.662694,-46.66448275,Assalto,CIDADE ADEMAR
807,"@ibiara027 assalto! quase. eu na garagem de casa dentro do carro, o portão fechado e eles na porta,  esperando eu descer do carro.",-23.54906733,-46.5635083,Assalto,TATUAPE
808,Http://t.co/sp3eejqt: a mulher suspeita de ter cometido onze assaltos a bancos na área metropolitana de lisboa ficou... http://t.co/xobvuvl4,-23.55902666,-46.64960937,Assalto,BELA VISTA
809,"Sp não está fácil. mais um assalto visto. na divisa de diadema e vila clara. 2 mulekes, pique monstrão. arma apontada no meio da rua.",-23.6638398,-46.63796775,Assalto,JABAQUARA
810,"Vindo pro shop pra encontrar minh mae , por causa do assalto aqui tomei um engradoo mostroo!",-23.6764242,-46.6773665,Assalto,CAMPO GRANDE
811,Ameaça de bomba pós assalto na oscar freire e na haddock lobo complica trânsito nos jardins...  @ jardins http://t.co/tm4dgzf6,-23.56636802,-46.66054094,Outros,JARDIM PAULISTA
812,"Trombadinhas que são, que fazem do assalto a sua profissão, tentando assaltar na praça   @ galeria metrópole http://t.co/oiiikzox",-23.54634338,-46.64263844,Assalto,REPUBLICA
813,"Acabei de sofrer uma tentativa de assalto, quem curte?! belo começo de dia...",-23.45290063,-46.73580417,Assalto,JARAGUA
814,"""@g1: oficial da pm sofre tentativa de assalto na zona norte de sp http://t.co/7rre2vmr"" fudeu",-23.5792664,-46.756825,Assalto,RIO PEQUENO
815,"Oh, acabei de um um assalto, que legal, era uma arma de verdade... na luz do dia, no transito, dois caras numa moto... bacan",-23.588368,-46.673651,Assalto,ITAIM BIBI
816,Pm reage a assalto e mata adolescente na zona leste de sp http://t.co/4kzylroh,-23.504917,-46.386461,Assalto,ITAIM PAULISTA
817,@andrehernan pois é. evolução forçada depois de um assalto. aproveitei pra dar um up no fone. bj.,-23.58582973,-46.67916012,Assalto,ITAIM BIBI
818,"Criminosos fazem reféns em tentativa de assalto à farmácia, diz pm http://t.co/gzopcs9p",-23.6305556,-46.6658333,Assalto,CAMPO BELO
819,Trio morre em assalto a posto em que pm abastecia carro em sp http://t.co/9bbh4r23,-23.559166,-46.598052,Assalto,MOOCA
820,Suspeito de assalto a casa de bolivianos é baleado pela pm em sp http://t.co/y8z26hce,-23.5489433,-46.6388182,Assalto,REPUBLICA
821,Funcionário de supermercado é baleado durante assalto em sp http://t.co/vbfcu1y1,-23.570436,-46.68502,Assalto,PINHEIROS
822,@graciehans assalto isso ae...,-23.611765,-46.66154631,Assalto,MOEMA
823,Isso sim é um assalto http://t.co/tvdwds9o,-23.546628,-46.6333041,Assalto,SE
824,@luciovl_ @afreireandressa servidor morre baleado em assalto em lanchonete na 413 norte /correio braziliense http://t.co/mdu3yt3y,-23.61230117,-46.67205667,Homicídio,CAMPO BELO
825,"Hoje vi um assalto acontecendo do meu lado no farol, e olha que nem foi na zona leste!",-23.53481371,-46.53170136,Assalto,VILA MATILDE
826,"Almoçando depois de presenciar um ""quase"" assalto nas ruas de são paulo...",-23.5377695,-46.6072948,Assalto,BELEM
827,Acho que acabou de ocorrer uma tentativa de assalto aqui no ônibus o_o,-23.59719128,-46.48707668,Assalto,SAO MATEUS
828,P@ trânsito! assim acaba a semana q teve assalto e batida de carro!,-23.56483508,-46.70552743,Assalto,BUTANTA
829,"Que chato ,hein? rt@tatasbc: @arykara aql moço q mataram aki na esquina q contei, assaltou na mesma semana 5 x e morreu nela, no 6º assalto”",-23.53800307,-46.69107652,Assalto,PERDIZES
830,Troca de tiros deixa feridos após assalto na zona oeste de sp http://t.co/zfrjhyy7,-23.519883,-46.704343,Assalto,LAPA
831,Troca de tiros deixa feridos após assalto na zona oeste de sp http://t.co/coig6amd,-23.519883,-46.704343,Assalto,LAPA
832,Troca de tiros deixa feridos após assalto na zona oeste de sp http://t.co/harq1r0j,-23.519883,-46.704343,Assalto,LAPA
833,Êta ferro !!!! “@cbonlinedf: jovem é baleado após reagir a assalto em sobradinho:  http://t.co/i6a6u3hn”e,-23.63309837,-46.71146094,Assalto,SANTO AMARO
834,"Minha família inteira fica ligando aqui em casa, todo mundo preocupado com o assalto de ontem! haha",-23.61514747,-46.65706974,Assalto,SAUDE
835,"Http://t.co/sp3eejqt: uma moradora chegava em casa quando percebeu o assalto. sem ser vista pela quadrilha, ela... http://t.co/evrmgu6q",-23.55902666,-46.64960937,Outros,BELA VISTA
836,Depois de quase 1 hora tentando acordei a minha mae para abrir a porta para min! coita ela esta abalado por causa do assalto . esse fdp -'-,-23.69109516,-46.6814021,Assalto,CAMPO GRANDE
837,Pm prende dois e detém jovem em assalto a motel na zona sul de sp http://t.co/1frbnbiu,-23.674821,-46.656049,Assalto,CIDADE ADEMAR
838,Taxista é baleado em tentativa de assalto na zona sul de sp http://t.co/nc48doyv,-23.674821,-46.656049,Assalto,CIDADE ADEMAR
839,"Dono de loja reage a assalto, mata suspeitos e é detido em sp http://t.co/fhu7zq0u",-23.713743,-46.699509,Assalto,CIDADE DUTRA
840,Hoje sofri uma tentativa de assalto! adivinha qual a camisa que o cidadão portava?,-23.5452806,-46.6630602,Assalto,CONSOLACAO
841,Suspeito de assalto a casa de bolivianos é baleado pela pm em sp http://t.co/drcl28dh,-23.5489433,-46.6388182,Assalto,REPUBLICA
842,Funcionário de supermercado é baleado durante assalto em sp http://t.co/6mtkwxvk,-23.570436,-46.68502,Assalto,PINHEIROS
843,Sofri uma tentativa de assalto na av morumbi antes do farol da av sto amaro em fte a faculdade estácio. -- cláu martinez @priscilalucato !!,-23.60668934,-46.62049387,Assalto,CURSINO
844,"Tentativa de assalto deixa ferido na rua augusta, em são paulo http://t.co/tsdryivo",-23.5489433,-46.6388182,Assalto,REPUBLICA
845,Quatro são presos por suspeita de assalto a pasteleiros em sp http://t.co/ae5be4jj,-23.496393,-46.6531581,Assalto,CASA VERDE
846,"Posto de saúde da vila união reabre após assalto, em campinas http://t.co/j7pkswcu",-23.610931,-46.6367462,Assalto,SAUDE
847,Assalto na frente do octavio café.,-23.58232513,-46.68386972,Assalto,ITAIM BIBI
848,Homem reage a assalto e é morto ao lado da filha em sp http://t.co/rqi17f58,-23.525072,-46.548879,Assalto,PENHA
849,"Cara bacana da minha rua morreu hj porque reagiu a um assalto a banco na vl olímpia. por favor, nao reajam, por mais que baixe o bruce lee.",-23.56289407,-46.65036671,Assalto,BELA VISTA
850,Pm prende suspeitos após tentativa de assalto em bairro nobre de sp http://t.co/oekrxnap,-23.5489433,-46.6388182,Assalto,REPUBLICA
851,Motorista de ônibus bate em poste ao fugir de assalto em sp http://t.co/ghqipadi,-23.713743,-46.699509,Assalto,CIDADE DUTRA
852,Grupo é detido após assalto a casa na zona leste de sp http://t.co/2qwxwkki,-23.5943837,-46.5486077,Assalto,SAO LUCAS
853,"Ta tendo um assalto aqui do lado de casa, q medo 😔😬",-23.52788353,-46.69500722,Assalto,LAPA
